id_upload,path,nama_modul,file_type,nama_file_asli,id_profile,id,str_key,str_subkey
bf71e85842065a05ca90f6584700dac4,bo.bo.eci2.msvc.app_2023-12-05_04-12-16/servers/bo.bo.eci2.msvc.app/databases/bo/tables/role_user.html,perizinan,.html,role_user.html,2071117954,1,1,1
62519ba727200225276c533e9c1bed57,bo.bo.eci2.msvc.app_2023-12-05_04-12-16/servers/bo.bo.eci2.msvc.app/databases/bo/tables/Tables.html,perizinan,.html,Tables.html,7702472131,1,1,1
acef89649e80122e4bf36388f5e658b9,bo.bo.eci2.msvc.app_2023-12-05_04-12-16/servers/bo.bo.eci2.msvc.app/databases/bo/tables/tasks.html,perizinan,.html,tasks.html,478749786,1,1,1
2b909ec1e9f52de574738ceb7c72972c,bo.bo.eci2.msvc.app_2023-12-05_04-12-16/servers/bo.bo.eci2.msvc.app/databases/bo/tables/task_statuses.html,perizinan,.html,task_statuses.html,8441326032,1,1,1
63aa96a7e4f359abda21ea6b387fa978,bo.bo.eci2.msvc.app_2023-12-05_04-12-16/servers/bo.bo.eci2.msvc.app/databases/bo/tables/task_tags.html,perizinan,.html,task_tags.html,685465536,1,1,1
b6f92736ffc1a675e4fc47b142c0a00d,bo.bo.eci2.msvc.app_2023-12-05_04-12-16/servers/bo.bo.eci2.msvc.app/databases/bo/tables/task_task_tag.html,perizinan,.html,task_task_tag.html,5821002997,1,1,1
bab89494c44eb5c316ff6ae1ba4eb274,bo.bo.eci2.msvc.app_2023-12-05_04-12-16/servers/bo.bo.eci2.msvc.app/databases/bo/tables/type_of_businesses.html,perizinan,.html,type_of_businesses.html,8812673244,1,1,1
32543a5c842964a3e4907e273ddeb6b8,bo.bo.eci2.msvc.app_2023-12-05_04-12-16/servers/bo.bo.eci2.msvc.app/databases/bo/tables/users.html,perizinan,.html,users.html,7817831782,1,1,1
147ebdd1f8cc7d9c4e7ee46a8ae6ff37,bo.bo.eci2.msvc.app_2023-12-05_04-12-16/servers/bo.bo.eci2.msvc.app/databases/bo/tables/work_types.html,perizinan,.html,work_types.html,8139036667,1,1,1
71470a5368fa73452825b71320a8abbe,bo.bo.eci2.msvc.app_2023-12-05_04-12-16/styles/Bootstrap/Bootstrap.css,perizinan,.css,Bootstrap.css,965603417,1,1,1
1644a96b5babb7b0be1b4fda1755886e,bo.bo.eci2.msvc.app_2023-12-05_04-12-16/styles/Bootstrap/Cerulean.css,perizinan,.css,Cerulean.css,5539078582,1,1,1
40c765f5fd0426e63852f69eb0859536,bo.bo.eci2.msvc.app_2023-12-05_04-12-16/styles/Bootstrap/Cyborg.css,perizinan,.css,Cyborg.css,8087509230,1,1,1
d5730bab17f69834fb59769d555ab324,bo.bo.eci2.msvc.app_2023-12-05_04-12-16/styles/Bootstrap/Default Dark.css,perizinan,.css,Default Dark.css,5780826866,1,1,1
b3e88e0f21812635f49567509572cd6b,bo.bo.eci2.msvc.app_2023-12-05_04-12-16/styles/Bootstrap/Default.css,perizinan,.css,Default.css,6312839230,1,1,1
477333ad186cececef69c5842ff084cd,bo.bo.eci2.msvc.app_2023-12-05_04-12-16/styles/Bootstrap/Flatly.css,perizinan,.css,Flatly.css,3977448888,1,1,1
403741805ebd230e6bd49ff892c52ef9,bo.bo.eci2.msvc.app_2023-12-05_04-12-16/styles/Bootstrap/Journal.css,perizinan,.css,Journal.css,2934575778,1,1,1
fe57777d15eb992691b56afcb364adcc,bo.bo.eci2.msvc.app_2023-12-05_04-12-16/styles/Bootstrap/Paper.css,perizinan,.css,Paper.css,6390321275,1,1,1
af15d268fe783c0b3509117cf20ed530,bo.bo.eci2.msvc.app_2023-12-05_04-12-16/styles/Bootstrap/Yeti.css,perizinan,.css,Yeti.css,4047327269,1,1,1
10ac5974446cd6cbdebbe88a869d904b,bo.bo.eci2.msvc.app_2023-12-05_04-12-16/styles/Format/pdf.css,perizinan,.css,pdf.css,1930973810,1,1,1
